ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
TFSA|Terra Income Fund 6, LLC 7.00% Notes due 2026|N|TFSA|N|100.0|N|TFSA
TFX|Teleflex Incorporated Common Stock|N|TFX|N|100.0|N|TFX
TG|Tredegar Corporation Common Stock|N|TG|N|100.0|N|TG
TGB|Taseko Mines, Ltd. Common Stock|A|TGB|N|100.0|N|TGB
TGI|Triumph Group, Inc. Common Stock|N|TGI|N|100.0|N|TGI
TGLS|Tecnoglass Inc. Ordinary Shares|N|TGLS|N|100.0|N|TGLS
TGNA|TEGNA Inc|N|TGNA|N|100.0|N|TGNA
TGS|Transportadora de Gas del Sur SA TGS Common Stock|N|TGS|N|100.0|N|TGS
TGT|Target Corporation Common Stock|N|TGT|N|100.0|N|TGT
THC|Tenet Healthcare Corporation Common Stock|N|THC|N|100.0|N|THC
THG|Hanover Insurance Group Inc|N|THG|N|100.0|N|THG
THM|International Tower Hill Mines, Ltd. Ordinary Shares (Canada)|A|THM|N|100.0|N|THM
THO|Thor Industries, Inc. Common Stock|N|THO|N|100.0|N|THO
THQ|abrdn Healthcare Opportunities Fund Shares of Beneficial Interest|N|THQ|N|100.0|N|THQ
THR|Thermon Group Holdings, Inc. Common Stock|N|THR|N|100.0|N|THR
THS|Treehouse Foods, Inc. Common Stock|N|THS|N|100.0|N|THS
THW|abrdn World Healthcare Fund Shares of Beneficial Interest|N|THW|N|100.0|N|THW
TIMB|TIM S.A. American Depositary Shares (Each representing 5 Common Shares) |N|TIMB|N|100.0|N|TIMB
TISI|Team, Inc. Common Stock|N|TISI|N|100.0|N|TISI
TIXT|TELUS International (Cda) Inc. Subordinate Voting Shares|N|TIXT|N|100.0|N|TIXT
TJX|TJX Companies, Inc. (The) Common Stock|N|TJX|N|100.0|N|TJX
TK|Teekay Corporation Common Stock|N|TK|N|100.0|N|TK
TKC|Turkcell Iletisim Hizmetleri AS Common Stock|N|TKC|N|100.0|N|TKC
TKO|TKO Group Holdings, Inc. Class A Common Stock|N|TKO|N|100.0|N|TKO
TKR|Timken Company (The) Common Stock|N|TKR|N|100.0|N|TKR
TLK|PT Telekomunikasi Indonesia, Tbk|N|TLK|N|100.0|N|TLK
TLYS|Tilly's, Inc. Common Stock|N|TLYS|N|100.0|N|TLYS
TM|Toyota Motor Corporation Common Stock|N|TM|N|100.0|N|TM
TME|Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares|N|TME|N|100.0|N|TME
TMHC|Taylor Morrison Home Corporation Common Stock|N|TMHC|N|100.0|N|TMHC
TMO|Thermo Fisher Scientific Inc Common Stock|N|TMO|N|100.0|N|TMO
TMP|Tompkins Financial Corporation Common Stock|A|TMP|N|100.0|N|TMP
TMQ|Trilogy Metals Inc. Common Stock|A|TMQ|N|100.0|N|TMQ
TNC|Tennant Company Common Stock|N|TNC|N|100.0|N|TNC
TNET|TriNet Group, Inc. Common Stock|N|TNET|N|100.0|N|TNET
TNK|Teekay Tankers Ltd.|N|TNK|N|100.0|N|TNK
TNL|Travel   Leisure Co. Common  Stock|N|TNL|N|100.0|N|TNL
TNP|Tsakos Energy Navigation Ltd Common Shares|N|TNP|N|100.0|N|TNP
TOL|Toll Brothers, Inc. Common Stock|N|TOL|N|100.0|N|TOL
TOON|Kartoon Studios, Inc. Common Stock|A|TOON|N|100.0|N|TOON
TOPS|TOP Ships, Inc. Common Stock|A|TOPS|N|100.0|N|TOPS
TOST|Toast, Inc. Class A Common Stock|N|TOST|N|100.0|N|TOST
TOVX|Theriva Biologics, Inc. Common Stock|A|TOVX|N|100.0|N|TOVX
TPB|Turning Point Brands, Inc. Common Stock|N|TPB|N|100.0|N|TPB
TPC|Tutor Perini Corporation Common Stock|N|TPC|N|100.0|N|TPC
TPET|Trio Petroleum Corp. Common Stock|A|TPET|N|100.0|N|TPET
TPH|Tri Pointe Homes, Inc. Common Stock|N|TPH|N|100.0|N|TPH
TPHS|Trinity Place Holdings Inc. Common Stock|A|TPHS|N|100.0|N|TPHS
TPL|Texas Pacific Land Corporation Common Stock|N|TPL|N|100.0|N|TPL
TPR|Tapestry, Inc. Common Stock|N|TPR|N|100.0|N|TPR
TPVG|TriplePoint Venture Growth BDC Corp. Common Stock|N|TPVG|N|100.0|N|TPVG
TPX|Tempur Sealy International, Inc. Common Stock|N|TPX|N|100.0|N|TPX
TPZ|Tortoise Power and Energy Infrastructure Fund, Inc Common Stock|N|TPZ|N|100.0|N|TPZ
TR|Tootsie Roll Industries, Inc. Common Stock|N|TR|N|100.0|N|TR
TRAK|ReposiTrak, Inc. Common Stock|N|TRAK|N|100.0|N|TRAK
TRC|Tejon Ranch Co Common Stock|N|TRC|N|100.0|N|TRC
TREX|Trex Company, Inc. Common Stock|N|TREX|N|100.0|N|TREX
TRGP|Targa Resources, Inc. Common Stock|N|TRGP|N|100.0|N|TRGP
TRI|Thomson Reuters Corp Common Shares|N|TRI|N|100.0|N|TRI
TRIS|Tristar Acquisition I Corp. Class A Ordinary Shares|N|TRIS|N|100.0|N|TRIS
TRN|Trinity Industries, Inc. Common Stock|N|TRN|N|100.0|N|TRN
TRNO|Terreno Realty Corporation Common Stock|N|TRNO|N|100.0|N|TRNO
TROX|Tronox Holdings plc Ordinary Shares (UK)|N|TROX|N|100.0|N|TROX
TRP|TC Energy Corporation Common Stock|N|TRP|N|100.0|N|TRP
TRT|Trio-Tech International Common Stock|A|TRT|N|100.0|N|TRT
TRTL|TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares|N|TRTL|N|100.0|N|TRTL
TRTX|TPG RE Finance Trust, Inc. Common Stock|N|TRTX|N|100.0|N|TRTX
TRU|TransUnion Common Stock|N|TRU|N|100.0|N|TRU
TRV|The Travelers Companies, Inc. Common Stock|N|TRV|N|100.0|N|TRV
TRX|TRX Gold Corporation Common Stock|A|TRX|N|100.0|N|TRX
TS|Tenaris S.A. American Depositary Shares|N|TS|N|100.0|N|TS
TSE|Trinseo PLC Ordinary Shares |N|TSE|N|100.0|N|TSE
TSI|TCW Strategic Income Fund, Inc. Common Stock|N|TSI|N|100.0|N|TSI
TSLX|Sixth Street Specialty Lending, Inc. Common Stock|N|TSLX|N|100.0|N|TSLX
TSM|Taiwan Semiconductor Manufacturing Company Ltd.|N|TSM|N|100.0|N|TSM
TSN|Tyson Foods, Inc. Common Stock|N|TSN|N|100.0|N|TSN
TSQ|Townsquare Media, Inc. Class A Common Stock|N|TSQ|N|100.0|N|TSQ
TT|Trane Technologies plc|N|TT|N|100.0|N|TT
TTC|Toro Company (The) Common Stock|N|TTC|N|100.0|N|TTC
TTE|TotalEnergies SE|N|TTE|N|100.0|N|TTE
TTI|Tetra Technologies, Inc. Common Stock|N|TTI|N|100.0|N|TTI
TTP|Tortoise Pipeline & Energy Fund, Inc. Common Stock|N|TTP|N|100.0|N|TTP
TU|Telus Corporation Ordinary Shares|N|TU|N|100.0|N|TU
TUP|Tupperware Brands Corporation Common Stock|N|TUP|N|100.0|N|TUP
TUYA|Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share|N|TUYA|N|100.0|N|TUYA
TV|Grupo Televisa S.A.B. Common Stock|N|TV|N|100.0|N|TV
TVC|Tennessee Valley Authority Common Stock|N|TVC|N|100.0|N|TVC
TVE|Tennessee Valley Authority|N|TVE|N|100.0|N|TVE
TWI|Titan International, Inc. (DE) Common Stock|N|TWI|N|100.0|N|TWI
TWLO|Twilio Inc. Class A Common Stock|N|TWLO|N|100.0|N|TWLO
TWN|Taiwan Fund, Inc. (The) Common Stock|N|TWN|N|100.0|N|TWN
TWO|Two Harbors Investment Corp|N|TWO|N|100.0|N|TWO
TX|Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)|N|TX|N|100.0|N|TX
TXO|TXO Partners, L.P. Common Units Representing Limited Partner Interests|N|TXO|N|100.0|N|TXO
TXT|Textron Inc. Common Stock|N|TXT|N|100.0|N|TXT
TY|Tri Continental Corporation Common Stock|N|TY|N|100.0|N|TY
TYG|Tortoise Energy Infrastructure Corporation Common Stock|N|TYG|N|100.0|N|TYG
TYL|Tyler Technologies, Inc. Common Stock|N|TYL|N|100.0|N|TYL
U|Unity Software Inc. Common Stock|N|U|N|100.0|N|U
UA|Under Armour, Inc. Class C Common Stock|N|UA|N|100.0|N|UA
UAA|Under Armour, Inc. Class A Common Stock|N|UAA|N|100.0|N|UAA
UAMY|United States Antimony Corporation Common Stock|A|UAMY|N|100.0|N|UAMY
UAN|CVR Partners, LP Common Units representing Limited Partner Interests|N|UAN|N|100.0|N|UAN
UAVS|AgEagle Aerial Systems, Inc. Common Stock|A|UAVS|N|100.0|N|UAVS
UBER|Uber Technologies, Inc. Common Stock|N|UBER|N|100.0|N|UBER
UBS|UBS Group AG Registered Ordinary Shares|N|UBS|N|100.0|N|UBS
UCIB|ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038|P|UCIB|N|100.0|N|UCIB
UDR|UDR, Inc. Common Stock|N|UDR|N|100.0|N|UDR
UE|Urban Edge Properties Common Shares of Beneficial Interest|N|UE|N|100.0|N|UE
UEC|Uranium Energy Corp. Common Stock|A|UEC|N|100.0|N|UEC
UFI|Unifi, Inc. New Common Stock|N|UFI|N|100.0|N|UFI
UGI|UGI Corporation Common Stock|N|UGI|N|100.0|N|UGI
UGP|Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)|N|UGP|N|100.0|N|UGP
UHAL|U-Haul Holding Company Common Stock|N|UHAL|N|100.0|N|UHAL
UHAL.B|U-Haul Holding Company Series N Non-Voting Common Stock |N|UHAL.B|N|100.0|N|UHAL.B
UHS|Universal Health Services, Inc. Common Stock|N|UHS|N|100.0|N|UHS
UHT|Universal Health Realty Income Trust Common Stock|N|UHT|N|100.0|N|UHT
UI|Ubiquiti Inc. Common Stock|N|UI|N|100.0|N|UI
UIS|Unisys Corporation New Common Stock|N|UIS|N|100.0|N|UIS
UL|Unilever PLC Common Stock|N|UL|N|100.0|N|UL
ULS|UL Solutions Inc. Class A Common Stock|N|ULS|N|100.0|N|ULS
UMAC|Unusual Machines, Inc. Common Stock|A|UMAC|N|100.0|N|UMAC
UMC|United Microelectronics Corporation (NEW) Common Stock|N|UMC|N|100.0|N|UMC
UMH|UMH Properties, Inc. Common Stock|N|UMH|N|100.0|N|UMH
UNF|Unifirst Corporation Common Stock|N|UNF|N|100.0|N|UNF
UNFI|United Natural Foods, Inc. Common Stock|N|UNFI|N|100.0|N|UNFI
UNH|UnitedHealth Group Incorporated Common Stock (DE)|N|UNH|N|100.0|N|UNH
UNM|Unum Group Common Stock|N|UNM|N|100.0|N|UNM
UNMA|Unum Group 6.250% Junior Subordinated Notes due 2058|N|UNMA|N|100.0|N|UNMA
UNP|Union Pacific Corporation Common Stock|N|UNP|N|100.0|N|UNP
UP|Wheels Up Experience Inc. Class A Common Stock|N|UP|N|100.0|N|UP
UPS|United Parcel Service, Inc. Common Stock|N|UPS|N|100.0|N|UPS
URG|Ur Energy Inc Common Shares (Canada)|A|URG|N|100.0|N|URG
URI|United Rentals, Inc. Common Stock|N|URI|N|100.0|N|URI
USA|Liberty All-Star Equity Fund Common Stock|N|USA|N|100.0|N|USA
USAC|USA Compression Partners, LP Common Units Representing Limited Partner Interests|N|USAC|N|100.0|N|USAC
USAS|Americas Gold and Silver Corporation Common Shares, no par value|A|USAS|N|100.0|N|USAS
USB|U.S. Bancorp Common Stock|N|USB|N|100.0|N|USB
USFD|US Foods Holding Corp. Common Stock|N|USFD|N|100.0|N|USFD
USM|United States Cellular Corporation Common Stock|N|USM|N|100.0|N|USM
USNA|USANA Health Sciences, Inc. Common Stock|N|USNA|N|100.0|N|USNA
USPH|U.S. Physical Therapy, Inc. Common Stock|N|USPH|N|100.0|N|USPH
UTF|Cohen & Steers Infrastructure Fund, Inc Common Stock|N|UTF|N|100.0|N|UTF
UTG|Reaves Utility Income Fund Common Shares of Beneficial Interest|A|UTG|N|100.0|N|UTG
UTI|Universal Technical Institute Inc Common Stock|N|UTI|N|100.0|N|UTI
UTL|UNITIL Corporation Common Stock|N|UTL|N|100.0|N|UTL
UTZ|Utz Brands Inc Class A Common Stock |N|UTZ|N|100.0|N|UTZ
UUU|Universal Security Instruments, Inc. Common Stock|A|UUU|N|100.0|N|UUU
UUUU|Energy Fuels Inc Ordinary Shares (Canada)|A|UUUU|N|100.0|N|UUUU
UVE|UNIVERSAL INSURANCE HOLDINGS INC Common Stock|N|UVE|N|100.0|N|UVE
UVV|Universal Corporation Common Stock|N|UVV|N|100.0|N|UVV
UWMC|UWM Holdings Corporation Class A Common Stock|N|UWMC|N|100.0|N|UWMC
UZD|United States Cellular Corporation 6.250% Senior Notes due 2069|N|UZD|N|100.0|N|UZD
UZE|United States Cellular Corporation 5.500% Senior Notes due 2070|N|UZE|N|100.0|N|UZE
UZF|United States Cellular Corporation 5.500% Senior Notes due 2070|N|UZF|N|100.0|N|UZF
V|Visa Inc.|N|V|N|100.0|N|V
VAC|Marriott Vacations Worldwide Corporation Common Stock|N|VAC|N|100.0|N|VAC
VAL|Valaris Limited Common Shares|N|VAL|N|100.0|N|VAL
VALE|VALE S.A.  American Depositary Shares Each Representing one common share|N|VALE|N|100.0|N|VALE
VATE|INNOVATE Corp. Common Stock|N|VATE|N|100.0|N|VATE
VBF|Invesco Bond Fund Common Stock|N|VBF|N|100.0|N|VBF
VCV|Invesco California Value Municipal Income Trust Common Stock|N|VCV|N|100.0|N|VCV
VCXB|10X Capital Venture Acquisition Corp. III Class A Ordinary Shares|A|VCXB|N|100.0|N|VCXB
VEEV|Veeva Systems Inc. Class A Common Stock|N|VEEV|N|100.0|N|VEEV
VEL|Velocity Financial, Inc. Common Stock|N|VEL|N|100.0|N|VEL
VET|Vermilion Energy Inc. Common (Canada)|N|VET|N|100.0|N|VET
VFC|V.F. Corporation Common Stock|N|VFC|N|100.0|N|VFC
VFL|abrdn National Municipal Income Fund Common Stock|A|VFL|N|100.0|N|VFL
VGI|Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest|N|VGI|N|100.0|N|VGI
VGM|Invesco Trust for Investment Grade Municipals Common Stock (DE)|N|VGM|N|100.0|N|VGM
VGR|Vector Group Ltd. Common Stock|N|VGR|N|100.0|N|VGR
VGZ|Vista Gold Corp Common Stock|A|VGZ|N|100.0|N|VGZ
VHAI|Vocodia Holdings Corp. Common Stock|Z|VHAI|N|100.0|N|VHAI
VHC|VirnetX Holding Corp Common Stock|N|VHC|N|100.0|N|VHC
VHI|Valhi, Inc. Common Stock|N|VHI|N|100.0|N|VHI
VICI|VICI Properties Inc. Common Stock|N|VICI|N|100.0|N|VICI
VIK|Viking Holdings Ltd Ordinary Shares|N|VIK|N|100.0|N|VIK
VINE|Fresh Vine Wine, Inc. Common Stock|A|VINE|N|100.0|N|VINE
VIPS|Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares|N|VIPS|N|100.0|N|VIPS
VIST|Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value|N|VIST|N|100.0|N|VIST
VIV|Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)|N|VIV|N|100.0|N|VIV
VKI|Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)|A|VKI|N|100.0|N|VKI
VKQ|Invesco Municipal Trust Common Stock|N|VKQ|N|100.0|N|VKQ
VLD|Velo3D, Inc. Common Stock|N|VLD|N|100.0|N|VLD
VLN|Valens Semiconductor Ltd. Ordinary Shares|N|VLN|N|100.0|N|VLN
VLO|Valero Energy Corporation Common Stock|N|VLO|N|100.0|N|VLO
VLRS|Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates|N|VLRS|N|100.0|N|VLRS
VLT|Invesco High Income Trust II|N|VLT|N|100.0|N|VLT
VLTO|Veralto Corp Common Stock |N|VLTO|N|100.0|N|VLTO
VMC|Vulcan Materials Company (Holding Company) Common Stock|N|VMC|N|100.0|N|VMC
VMI|Valmont Industries, Inc. Common Stock|N|VMI|N|100.0|N|VMI
VMO|Invesco Municipal Opportunity Trust Common Stock|N|VMO|N|100.0|N|VMO
VNCE|Vince Holding Corp. Common Stock|N|VNCE|N|100.0|N|VNCE
VNO|Vornado Realty Trust Common Stock|N|VNO|N|100.0|N|VNO
VNRX|VolitionRX Limited Common Stock|A|VNRX|N|100.0|N|VNRX
VNT|Vontier Corporation Common Stock |N|VNT|N|100.0|N|VNT
VOC|VOC Energy Trust Units of Beneficial Interest|N|VOC|N|100.0|N|VOC
VOYA|Voya Financial, Inc. Common Stock|N|VOYA|N|100.0|N|VOYA
VPG|Vishay Precision Group, Inc. Common Stock|N|VPG|N|100.0|N|VPG
VPV|Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE)|N|VPV|N|100.0|N|VPV
VRE|Veris Residential, Inc. Common Stock|N|VRE|N|100.0|N|VRE
VRN|Veren Inc. Common shares|N|VRN|N|100.0|N|VRN
VRT|Vertiv Holdings, LLC Class A Common Stock|N|VRT|N|100.0|N|VRT
VRTS|Virtus Investment Partners, Inc. Common Stock|N|VRTS|N|100.0|N|VRTS
VSCO|Victorias Secret & Co. Common Stock |N|VSCO|N|100.0|N|VSCO
VSH|Vishay Intertechnology, Inc. Common Stock|N|VSH|N|100.0|N|VSH
VST|Vistra Corp. Common Stock|N|VST|N|100.0|N|VST
VSTO|Vista Outdoor Inc. Common Stock|N|VSTO|N|100.0|N|VSTO
VSTS|Vestis Corporation Common Stock|N|VSTS|N|100.0|N|VSTS
VTAK|Catheter Precision, Inc. Common Stock|A|VTAK|N|100.0|N|VTAK
VTEX|VTEX Class A Common Shares|N|VTEX|N|100.0|N|VTEX
VTLE|Vital Energy, Inc. Common Stock, par value $0.01 per share|N|VTLE|N|100.0|N|VTLE
VTMX|Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares|N|VTMX|N|100.0|N|VTMX
VTN|Invesco Trust for Investment Grade New York Municipals Common Stock|N|VTN|N|100.0|N|VTN
VTOL|Bristow Group, Inc. Common Stock|N|VTOL|N|100.0|N|VTOL
VTR|Ventas, Inc. Common Stock|N|VTR|N|100.0|N|VTR
VTS|Vitesse Energy, Inc. Common Stock|N|VTS|N|100.0|N|VTS
VVI|Viad Corp Common Stock|N|VVI|N|100.0|N|VVI
VVR|Invesco Senior Income Trust Common Stock (DE)|N|VVR|N|100.0|N|VVR
VVV|Valvoline Inc. Common Stock|N|VVV|N|100.0|N|VVV
VVX|V2X, Inc. Common Stock|N|VVX|N|100.0|N|VVX
VXX|iPath Series B S&P 500 VIX Short-Term Futures ETN|Z|VXX|N|100.0|N|VXX
VXZ|iPath Series B S&P 500 VIX Mid-Term Futures ETN|Z|VXZ|N|100.0|N|VXZ
VYX|NCR Voyix Corporation Common Stock|N|VYX|N|100.0|N|VYX
VZ|Verizon Communications Inc. Common Stock|N|VZ|N|100.0|N|VZ
VZIO|VIZIO Holding Corp. Class A Common Stock|N|VZIO|N|100.0|N|VZIO
VZLA|Vizsla Silver Corp. Common Shares|A|VZLA|N|100.0|N|VZLA
W|Wayfair Inc. Class A Common Stock|N|W|N|100.0|N|W
WAB|Westinghouse Air Brake Technologies Corporation Common Stock|N|WAB|N|100.0|N|WAB
WAL|Western Alliance Bancorporation Common Stock (DE)|N|WAL|N|100.0|N|WAL
WAT|Waters Corporation Common Stock|N|WAT|N|100.0|N|WAT
WBS|Webster Financial Corporation Common Stock|N|WBS|N|100.0|N|WBS
WBX|Wallbox N.V. Class A Ordinary Shares|N|WBX|N|100.0|N|WBX
WCC|WESCO International, Inc. Common Stock|N|WCC|N|100.0|N|WCC
WCN|Waste Connections, Inc. Common Shares|N|WCN|N|100.0|N|WCN
WD|Walker & Dunlop, Inc Common Stock|N|WD|N|100.0|N|WD
WDH|Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares)|N|WDH|N|100.0|N|WDH
WDI|Western Asset Diversified Income Fund Common Shares of Beneficial Interest|N|WDI|N|100.0|N|WDI
WDS|Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share|N|WDS|N|100.0|N|WDS
WEA|Western Asset Bond Fund Share of Beneficial Interest|N|WEA|N|100.0|N|WEA
WEAV|Weave Communications, Inc. Common Stock|N|WEAV|N|100.0|N|WEAV
WEC|WEC Energy Group, Inc. Common Stock|N|WEC|N|100.0|N|WEC
WEL|Integrated Wellness Acquisition Corp Class A Ordinary Shares|N|WEL|N|100.0|N|WEL
WELL|Welltower Inc. Common Stock|N|WELL|N|100.0|N|WELL
WES|Western Midstream Partners, LP Common Units Representing Limited Partner Interests|N|WES|N|100.0|N|WES
WEX|WEX Inc. common stock|N|WEX|N|100.0|N|WEX
WF|Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock)|N|WF|N|100.0|N|WF
WFC|Wells Fargo & Company Common Stock|N|WFC|N|100.0|N|WFC
WFG|West Fraser Timber Co. Ltd Common stock|N|WFG|N|100.0|N|WFG
WGO|Winnebago Industries, Inc. Common Stock|N|WGO|N|100.0|N|WGO
WH|Wyndham Hotels & Resorts, Inc. Common Stock |N|WH|N|100.0|N|WH
WHD|Cactus, Inc. Class A Common Stock|N|WHD|N|100.0|N|WHD
WHG|Westwood Holdings Group Inc Common Stock|N|WHG|N|100.0|N|WHG
WHR|Whirlpool Corporation Common Stock|N|WHR|N|100.0|N|WHR
WIA|Western Asset Inflation-Linked Income Fund|N|WIA|N|100.0|N|WIA
WIT|Wipro Limited Common Stock|N|WIT|N|100.0|N|WIT
WIW|Western Asset Inflation-Linked Opportunities & Income Fund|N|WIW|N|100.0|N|WIW
WK|Workiva Inc. Class A Common Stock|N|WK|N|100.0|N|WK
WKC|World Kinect Corporation Common Stock|N|WKC|N|100.0|N|WKC
WLK|Westlake Corporation Common Stock|N|WLK|N|100.0|N|WLK
WLKP|Westlake Chemical Partners LP Common Units representing limited partner interests|N|WLKP|N|100.0|N|WLKP
WLY|John Wiley & Sons, Inc. Common Stock|N|WLY|N|100.0|N|WLY
WLYB|John Wiley & Sons, Inc. Common Stock|N|WLYB|N|100.0|N|WLYB
WM|Waste Management, Inc. Common Stock|N|WM|N|100.0|N|WM
WMB|Williams Companies, Inc. (The) Common Stock|N|WMB|N|100.0|N|WMB
WMK|Weis Markets, Inc. Common Stock|N|WMK|N|100.0|N|WMK
WMS|Advanced Drainage Systems, Inc. Common Stock|N|WMS|N|100.0|N|WMS
WMT|Walmart Inc. Common Stock|N|WMT|N|100.0|N|WMT
WNC|Wabash National Corporation Common Stock|N|WNC|N|100.0|N|WNC
WNS|WNS (Holdings) Limited Ordinary Shares|N|WNS|N|100.0|N|WNS
WOLF|Wolfspeed, Inc. Common Stock|N|WOLF|N|100.0|N|WOLF
WOR|Worthington Enterprises, Inc. Common Shares|N|WOR|N|100.0|N|WOR
WOW|WideOpenWest, Inc. Common Stock|N|WOW|N|100.0|N|WOW
WPC|W. P. Carey Inc. REIT|N|WPC|N|100.0|N|WPC
WPM|Wheaton Precious Metals Corp Common Shares (Canada)|N|WPM|N|100.0|N|WPM
WPP|WPP plc American Depositary Shares|N|WPP|N|100.0|N|WPP
WRB|W.R. Berkley Corporation Common Stock|N|WRB|N|100.0|N|WRB
WRBY|Warby Parker Inc. Class A Common Stock|N|WRBY|N|100.0|N|WRBY
WRK|Westrock Company Common Stock|N|WRK|N|100.0|N|WRK
WRN|Western Copper and Gold Corporation Common Stock|A|WRN|N|100.0|N|WRN
WS|Worthington Steel, Inc. Common Shares|N|WS|N|100.0|N|WS
WSM|Williams-Sonoma, Inc. Common Stock (DE)|N|WSM|N|100.0|N|WSM
WSO|Watsco, Inc. Common Stock|N|WSO|N|100.0|N|WSO
WSO.B|Watsco, Inc. Class B Common Stock|N|WSO.B|N|100.0|N|WSO.B
WSR|Whitestone REIT Common Shares|N|WSR|N|100.0|N|WSR
WST|West Pharmaceutical Services, Inc. Common Stock|N|WST|N|100.0|N|WST
WT|WisdomTree, Inc. Common Stock|N|WT|N|100.0|N|WT
WTI|W&T Offshore, Inc. Common Stock|N|WTI|N|100.0|N|WTI
WTM|White Mountains Insurance Group, Ltd. Common Stock|N|WTM|N|100.0|N|WTM
WTRG|Essential Utilities, Inc. Common Stock|N|WTRG|N|100.0|N|WTRG
WTS|Watts Water Technologies, Inc. Class A Common Stock|N|WTS|N|100.0|N|WTS
WTTR|Select Water Solutions, Inc. Class A common stock|N|WTTR|N|100.0|N|WTTR
WU|Western Union Company (The) Common Stock|N|WU|N|100.0|N|WU
WUCT|UBS AG ETRACS Whitney U.S. Critical Technologies Index ETN|P|WUCT|N|100.0|N|WUCT
WWR|Westwater Resources, Inc. Common Stock|A|WWR|N|100.0|N|WWR
WWW|Wolverine World Wide, Inc. Common Stock|N|WWW|N|100.0|N|WWW
WY|Weyerhaeuser Company Common Stock|N|WY|N|100.0|N|WY
WYY|WidePoint Corporation Common Stock|A|WYY|N|100.0|N|WYY
X|United States Steel Corporation Common Stock|N|X|N|100.0|N|X
XFLT|XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest|N|XFLT|N|100.0|N|XFLT
XHR|Xenia Hotels & Resorts, Inc. Common Stock|N|XHR|N|100.0|N|XHR
XIN|Xinyuan Real Estate Co Ltd American Depositary Shares|N|XIN|N|100.0|N|XIN
XOM|Exxon Mobil Corporation Common Stock|N|XOM|N|100.0|N|XOM
XPER|Xperi Inc. Common Stock |N|XPER|N|100.0|N|XPER
XPEV|XPeng Inc. American depositary shares, each representing two Class A ordinary shares|N|XPEV|N|100.0|N|XPEV
XPL|Solitario Resources Corp. Common Stock|A|XPL|N|100.0|N|XPL
XPO|XPO, Inc. Common Stock|N|XPO|N|100.0|N|XPO
XPOF|Xponential Fitness, Inc. Class A Common Stock|N|XPOF|N|100.0|N|XPOF
XPRO|Expro Group Holdings N.V. Common Stock|N|XPRO|N|100.0|N|XPRO
XTNT|Xtant Medical Holdings, Inc. Common Stock|A|XTNT|N|100.0|N|XTNT
XYF|X Financial American Depositary Shares, each representing six Class A Ordinary Shares|N|XYF|N|100.0|N|XYF
XYL|Xylem Inc. Common Stock New|N|XYL|N|100.0|N|XYL
YALA|Yalla Group Limited American Depositary Shares, each representing one Class A Ordinary Share|N|YALA|N|100.0|N|YALA
YCBD|cbdMD, Inc. Common Stock|A|YCBD|N|100.0|N|YCBD
YELP|Yelp Inc. Common Stock|N|YELP|N|100.0|N|YELP
YETI|YETI Holdings, Inc. Common Stock|N|YETI|N|100.0|N|YETI
YEXT|Yext, Inc. Common Stock|N|YEXT|N|100.0|N|YEXT
YMM|Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares)|N|YMM|N|100.0|N|YMM
YOU|Clear Secure, Inc. Class A Common Stock|N|YOU|N|100.0|N|YOU
YPF|YPF Sociedad Anonima Common Stock|N|YPF|N|100.0|N|YPF
YRD|Yiren Digital Ltd. American Depositary Shares, each representing two ordinary shares|N|YRD|N|100.0|N|YRD
YSG|Yatsen Holding Limited American Depositary Shares, each representing twenty (20) Class A Ordinary Shares|N|YSG|N|100.0|N|YSG
YUM|Yum! Brands, Inc.|N|YUM|N|100.0|N|YUM
YUMC|Yum China Holdings, Inc. Common Stock|N|YUMC|N|100.0|N|YUMC
ZBH|Zimmer Biomet Holdings, Inc. Common Stock|N|ZBH|N|100.0|N|ZBH
ZDGE|Zedge, Inc. Class B Common Stock |A|ZDGE|N|100.0|N|ZDGE
ZEPP|Zepp Health Corporation American Depositary Shares|N|ZEPP|N|100.0|N|ZEPP
